,tweets,labels
6657,"el tsunami de la deuda puede llevarnos a una crisis como similar a la británica . hemos pasado años con tipos negativos y se han comprado activos financieros con apalancamiento , ahora suben los tipos y esto puede dar lugar a un desastre financiero o a una crisis .",3
6658,¿qué está pasando en china ? . ¿nos están contando toda la verdad ? . otra vez de nuevo en china se vuelve a `` reproducir '' el [ hashtag ] o estamos hablando de una nueva mutación ? . ¿las vacunas harán efecto ? .. urge responder estar preguntas,3
6659,"que bajeza politica de verdad , ahora va a resultar que el enemigo es [ political_party ] y todo porque quieren gobernar y no derogar ninguna de las leyes ideológicas de la izquierda porque estando [ political_party ] saben que nuestro objetivo será cuando gobernemos derogarlas al siguiente día . que no mientan .",3
6660,la realidad es que el consenso progre ha cedido durante años y ha llevado a la población a aceptar lo inaceptable . @ user tiene toda la razón,3
6661,simplemente miserable . ¡ay ! si el gobierno de [ politician ] ( [ political_party ] ) no le hubiera perdonando la vida a la sexta para garantizar dicen el pluralismo político . hoy no tendríamos un canal izquierdopata . ‼️de aquellos polvos estos lodos‼️,3
6662,espectacular intervención de @ user en defensa de la educación en español en todo el territorio nacional y la aplicación del artículo 155 en cataluña continuado para que se cumplan las leyes . 👏👏👏👏👏👏👏👏👏👏👏👏,3
6663,enhorabuena @ user por el triunfo en italia . una nueva europa es posible . 25 razones por las que los italianos han dicho sí al cambio . este es el camino y españa con @ user seguirá el mismo camino . 👏👏👏👏👏👏👏,3
6664,gran velada de boxeo en turégano junto a mis compañeros begoña y antonio coordinadores de la zona de @ user . mi agradecimiento más sincero a oscar por la invitación y la organización . y enhorabuena 👏 a elian guerrero por su victoria . [ hashtag ] . [ hashtag ] 🇪🇦🇪🇦,3
6665,‼️👏lo mejor que he visto en mucho tiempo . que cantidad de zascas de @ user 👏‼️,3
6666,como siempre espectacular mi compañera @ user el azote de [ politician ] 👏👏,3
6667,cuando una imagen lo dice todo📽📽 . ‼️el odio y la rabia que profesa la ministra de igualdad hacia los miembros de @ user te pone los pelos de punta‼️ . ¿ella si puede ? ...,3
6668,🔴🔴🔴el tribunal supremo ( ts ) ha confirmado la sentencia de la audiencia provincial de oviedo que condena a la asociación de clínicas acreditadas para la interrupción voluntaria del embarazo ( acai ) al declarar engañosa la publicidad . ya lo dijo en febrero @ user 👏👏👏,3
6669,inmejorable candidata para la comunidad de madrid . enhorabuena @ user 👏👏👏👏👏,3
6670,"cuando mediante la palabra se dicen verdades , no hay nada que decir . excelente @ user",3
6671,pero que no¡¡ que el [ political_party ] no impone el gallego en galicia @ user . eso dicen ellos . yo creen que tienen un buen maestro : [ politician ],3
6672,enhorabuena querido @ user . murcia tendrá un candidato que lo dará todo por esa bella ciudad . orgulloso de ser tu amigo . dios te bendiga compañero 🙏,3
6673,yo lo que no entiendo es como todavía tenéis el cuajo de defender lo indefendible . es la universidad vuestra ? acaso existe alguna norma de acceso que prohíba dar charla ? será mejor hablar del confinamiento ilegal que no de las porquerías que enseñáis en los colegios @ user,3
6674,"esta mañana en la feria ⁦ @ user ⁩ celebrado en segovia , en una de las mesas de empresas emergentes nos hemos encontrado con esta sorpresa dela agenda 2030 . cada día tengo más claro que en segovia tiene que entrar ⁦ @ user ⁩ para cambiar el rumbo ideológico del [ political_party ] .",3
6675,"ahora que ya no está , podría ser ? . 🤔🤔",3
6676,ellas es @ user . es mujer . es de @ user . es diputada de @ user . y ¡joder¡ tiene toda la razón . 👏👏👏👏👏👏👏👏👏👏👏,3
6677,"‼️el mundo al revés , ahora los malos son los buenos , y los buenos los malos‼️ . ¿porqué duele tanto escuchar la verdad ?",3
6678,que cada uno vaya tomando nota que es importante . no vayamos luego lamentarnos . ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️,3
6679,"conozco al doctor poveda desde hace años . un defensor de la vida y excelente profesional que lleva años luchando por salvar vidas , oiga no matarlas . sin embargo , el miserable de marlaska envía a sus afines para detener a un hombre bueno . y si fueras policía ¿que hubieras hecho ? 🙄",3
6680,@ user está tan feo eso como cuestionar la profesionalidad de un periodista porque en tw ha publicado comentarios a favor de algún candidato . en eso es posible que estemos de acuerdo 😉,0
6681,"@ user pásame el audio completo , por supuesto , pero no lo voy a comentar más por aquí .",0
6682,"@ user hola ! insisto en que yo no diría que ferreras sabía que la información era falsa , pero es lógico pensarlo porque el documento le parecía `` demasiado burdo '' y , por lo tanto , le parecía una falsificación .",0
6683,a las presentadoras las mata el guion . sufro con ellas cada vez que aparecen en pantalla .,0
6684,las claves del caso de corrupción ligado a catar que ha sacudido a la eurocámara,0
6685,"el río trabaque ( cuenca ) es , para que os hagáis una idea , como un arroyo . ayer parecía el ebro",0
6686,políticos en tv : estos son los dirigentes que más aparecieron en la temporada 2021/22,0
6687,"totalmente recomendable . espero que acabe viendo la luz en la 1 . 'el asesino de la baraja ' , la docuserie a la que la 1 le perdió la pista con un 'carpetazo ' inmerecido",0
6688,@ user ¿dónde pone que sea en directo ?,0
6689,a dónde tengo que ir para que me den más de esto .,0
6690,"@ user la despedida de la otra reina , en la foto acompañada de sus herederos 🤣🤣🤣 . 😘🥰",0
6691,cuenca ahora concurrirá a todas las citas electorales de 2023,0
6692,"`` explotar y remunerar al indígena '' . eso pretenden los brasileños que están invadiendo los territorios indígenas de la amazonía . ahora , en la 1 , @ user analiza la situación ocasionada por bolsonaro .",0
6693,"@ user el periodismo consiste en contrastar . si una noticia te parece burda , no la das . no tiene más recorrido el asunto . ferreras dijo que iba 'palante ' con una información que le despertaba sospechas . eso es la antítesis del periodismo .",0
6694,"@ user has generado un bulo que desmientes al final del hilo . si eres como hay que ser , deberías borrarlo , por más que te pese renunciar a un contenido viral como este .",0
6695,"martiño rivas y andrés velencoso : “ los hombres seguimos relacionando la masculinidad , el ego y el amor propio con el tamaño del pene ”",0
6696,"@ user los indicios apuntan a que ferreras difundió una noticia que no descartaba que fuera falsa . nos la podemos envainar todo lo que quieras , pero es que él mismo lo reconoció al describir como `` burdo '' el documento central de la acusación contra iglesias .. salud !",0
6697,"con lo buenas y responsables que son ... qué malo es el gobierno , de verdad . iberdrola , naturgy y endesa siguen acusadas de manipular precios , mientras el gobierno pide abrir otra investigación tras la última gran subida de la luz",0
6698,españa bate récords de instalación de energía solar en 2021 y dobla la capacidad del autoconsumo,0
6699,llevo ¿10 ? años suscrito a @ user principalmente porque me da la impresión de que son íntegros de pies a cabeza . aunque les duela el bolsillo .,0
6700,"los banqueros españoles con sueldo millonario son , de media , los mejor pagados de europa",0
6701,"@ user simpleza la suya , paco . que da la impresión de que hay problemas que no se pueden o deben atajar . insisto : que cada ministerio se encargue de lo suyo .",0
6702,"es legítimo que cada medio adopte la estrategia que le venga en gana . pero el periodismo tiene unas normas , y una de ellas es que no se puede publicar una noticia que nos genera dudas . ferreras tiene un problema muy serio . y si lasexta no reacciona , será cómplice .",0
6703,"ese capitalismo en estado puro haciendo caja con la desgracia ajena . nada nuevo bajo el sol . walmart , cvs y walgreens , condenados a pagar 650 millones de dólares por la crisis de los opioides",0
6704,cuenca se posiciona como un destino perfecto para teletrabajar,0
6705,la mala leche que se me ha puesto con lo nuevo de hbo max . el caso arny se 'juzga ' con una docuserie que pone en jaque a la peor tv,0
6706,supongo que debo desconectar de el tema si cuando ha sonado en la radio 'te felicito ' de shakira me he imaginado a ferreras cantándole la canción a inda,0
6707,qué injustos somos con el oligopolio eléctrico . la audiencia nacional abre un juicio oral contra iberdrola por `` provocar una subida del precio '' de la luz en 2013,0
6708,"espera , que el de hoy es mejor . y casi siempre del mismo medio . han visto que @ user les premia , y prueban suerte con los titulares más aterradores . ¿alguien al volante ?",0
6709,pero qué fantasía es esta . ¿es posible la independencia energética de un pueblo ? : arranca el primer “ mini-universo ” de renovables de españa,0
6710,los titulares que selecciona @ user para discover son puro terror . no parece una empresa muy preocupada por nuestra salud mental .,0
6711,el portal informativo @ user se despide tras ocho años de andadura,0
6712,la comunidad de madrid concedió a dedo un contrato de casi 600.000 euros para el mantenimiento del zendal,0
6713,@ user y él ha respondido . de ahí lo deduzco .,0
6714,"que un primero de enero se esté mejor a la sombra que al sol , mosquea bastante .",0
6715,"`` por responsabilidad , porque represento a un equipo , tengo que mantener la calma , y no me permito hacer sensacionalismo con esas cosas '' .. así vivió ana blanco el 11-s .",0
6716,"@ user que diga que él no realizaría un montaje contra un adversario es lógico . pero me interesa más lo que dice y le deja mal , que lo que dice y le deja bien . porque supongo que sabía que estaba siendo grabado ... y pese a todo se le escapó la famosa frase",0
6717,"@ user efectivamente , yo , por prudencia , no diría que ferreras sabía que la noticia era falsa . no emplearía ese término . pero qué le parezca `` demasiado burdo '' el polémico papel puede así indicarlo . ¿qué cree usted que quería decir con `` burdo '' ?",0
6718,detenidos en alemania 25 miembros de un grupo de extrema derecha acusados de planear un golpe de estado,0
6719,@ user y lo voy a dejar aquí porque al final vas a conseguir que diga que ferreras sabía que la información era falsa ... y tampoco es plan 😂 salud !,0
6720,"[ politician ] presenta el proyecto drago , la herramienta política con la que prevé concurrir a las elecciones por @ user",0
6721,`` no es posible trabajar por los presos y su derecho a la reinserción desde un enfoque sincero de derechos humanos sin mencionar ni una sola vez la ética en relación con sus delitos y las víctimas '',0
6722,"celebrar cumpleaños en el retiro , aparcar seis días en la misma calle y otras prohibiciones de madrid que no conocías por @ user",0
6723,"@ user pues he elegido el inglés que tenía más k , pero no me acuerdo del nombre . sí , es un lío , no me entero de nada jaja",0
6724,albert [ politician ] confirma en una conferencia que no se equivocó en nada y que cree que españa le trató mal por ignorar sus propuestas por @ user,0
6725,el hundimiento de liz truss representa la mayor derrota del dogma neoliberal en europa por @ user,0
6726,"[ politician ] , con apenas trayectoria laboral fuera de la política , un piso donado por sus padres y un hermano que ha recibido 280.000 euros por contratos a dedo de su administración , dice que a los jóvenes “ les falta cultura del esfuerzo ” esto de @ user",0
6727,diluvia en madrid y solo puedo pensar en ellos,0
6728,"las películas de periodistas , entre la ciencia ficción y la épica esto de @ user",0
6729,entrevista a @ user : “ nadie advirtió que pudiera existir una revisión a la baja como las que se están dando ” por @ user,0
6730,"`` hay más bifobia que homofobia ( ... ) sobre todo en los hombres gais , respecto a las mujeres bisexuales '' entrevista de @ user a @ user",0
6731,@ user yo no pondría coma antes del verbo ... y el cómo con tilde : ),0
6732,"hace falta ser miserables . cinco meses sin cobrar llevan los trabajadores de dlr ( propiedad de ángel de la rúa ) , empresa subcontratada por el ayuntamiento de torrelodones para la limpieza de la ciudad . cinco meses .",0
6733,"control de los veteranos , órdenes humillantes y aislamiento a quienes se negaban . lo que @ user vivió en un colegio mayor de madrid",0
6734,"`` de repente yo volvía a estar en el patio del recreo : solo , callado y convencido de que no le caía bien a nadie ( ... ) todo lo que hago como comunicador surge de una necesidad por caerle bien a la gente que me esté viendo '' por @ user",0
6735,"por lo que sea , no querían más `` tontos '' , como llamó su presidente a los que utilizamos tarifa regulada , y querían mantener a unos cuantos `` listos '' que pagaran lo que a la empresa le da la gana . por lo que sea",0
6736,investigación de @ user un hackeo a través del poder judicial roba a hacienda datos de medio millón de contribuyentes,0
6737,"`` la fuente de cibeles se había convertido en una especie de corazón que bombeaba personas sin descanso : estudiantes , parados , jubilados ... '' por @ user",0
6738,"no sé si es muy apropiado hablar de lo de `` censurar '' a nadie ante semejante burrada . pero la reacción de rechazo era necesaria y es positiva . ahora lo suyo sería eso , actuar de inmediato",0
6739,"ha sido fin de semana de movilizaciones en madrid . miles de personas a favor de la sanidad pública y frente a décadas de recortes en la comunidad de madrid , miles a favor de la ley trans . ese madrid",0
6740,cae a mínimos históricos el número de personas que cree que en españa se pagan muchos impuestos por @ user,0
6741,`` la opinión requiere reflexión y la reflexión requiere escepticismo . todo eso faltó ( ... ) en la tramitación de la reforma legal que volvió a instaurar la cadena perpetua en españa '' por @ user,0
6742,🔴 los socios del gobierno garantizan en el congreso su apoyo a la ley de bienestar animal pese a la enmienda del [ political_party ] que excluye a los perros de caza por @ user,0
6743,firmas y vandalismo contra los nuevos parquímetros en puerta del ángel : “ [ politician ] los coló por la puerta de atrás ” por @ user,0
6744,"caballos y ponis , una sepia y un calamar @ user",0
6745,"es desesperante que unos solo denuncien el terrorismo de eta y otros solo el del gal . nunca debió pasar ninguno , ninguno tuvo justificación , no sirvió de nada , solo para el odio , el miedo , la tristeza y el horror .",0
6746,ese era el clima de terror que generaba el terrorismo durante años . nadie les socorrió,0
6747,tras meses en los que solo se podía ir a urgencias de ap en la privada y tras haber logrado que miles de madrileños se hagan seguros privados : . [ politician ] confía a voluntarios las urgencias de atención primaria que reabrirán el día 27 con el personal en huelga,0
6748,"[ politician ] equipara la protesta a favor de la sanidad pública con las grandes movilizaciones que acabaron expulsando al [ political_party ] de las instituciones . `` la sanidad pública es el nuevo 'nunca máis ' y el 'no a la guerra ' , el nuevo grito político '' por @ user",0
6749,los juristas lo tienen claro : la detención de las periodistas que cubrieron la acción del prado choca con el derecho a la información . deberían ser defendidas y no criminalizadas por @ user y @ user por @ user,0
6750,"`` cuando el reclutador había descartado ya a una parte de las aspirantes , el resto fueron conminadas a entrar , una a una , en una sala . allí , en presencia de una mujer , tuvieron que desabrocharse camisas , subirse jerséis y faldas : debían quedarse en ropa interior ''",0
6751,¿por qué ni los suyos del [ political_party ] se creen la propuesta de [ politician ] para que gobierne la lista más votada ( eso que presentó en cádiz ) ? pues porque el [ political_party ] gobierna a 5 millones de personas en municipios donde no fue la lista más votada,0
6752,"fraude fiscal , blanqueo y amenazas : la inmunidad salva a juan carlos i de media docena de acusaciones por @ user",0
6753,🔴🔴 los expertos proponen subir el salario mínimo a entre 1.046 y 1.082 euros en 2023 por @ user,0
6754,esta organización forma parte del @ user que es la segunda fuerza del parlamento y gobierna comunidades autónomas y ayuntamientos . las encuestas apuntan a que podría llegar al gobierno del estado,0
6755,"[ politician ] pide que se deje de hablar de `` golpismo '' y , solo unos segundos después , acusa a [ politician ] de `` copiar '' al procés , lo que [ politician ] considera `` golpismo ''",0
6756,quien responde `` para que no te persigamos tendrás que respondernos '' es un gran ejemplo de lo que no es el periodismo . es el antiperiodismo,0
6757,"empezar o terminar . pero ni lamento ni , efectivamente , empatía ni humanidad",0
6758,"entrevista a maialen lujanbio : `` la lengua , el euskera en mi caso , es mi materia artística '' por @ user",0
6759,el gobierno da el paso previo para llevar a la junta de castilla y león al constitucional si aprueba el plan contra el aborto,0
6760,"@ user lo tiene @ user y no suelta , ya me lo dejará .",1
6761,@ user era un deportista sano al que ha atropellado un coche . otra vez .. que diese positivo hace 15 años creo que ahora no es muy relevante .,1
6762,"@ user si las pides en un bar , no llevarán morcilla .",1
6763,"@ user diez años siendo la cabeza del propagandismo ruso en español y ahora se pone digna . chica , me bloqueas y a seguir leyéndole el misal a latam , que allí se ve que te hacen más caso .",1
6764,la clásica hostieja con varios coches aparcados de madrugada en el barrio de salamanca .. y zarzuela ocultando la verdad : que estamos financiando a una panda de pijos descontrolados .,1
6765,no me creo ninguna encuesta que dé un solo escaño a [ political_party ] .,1
6766,"@ user está haciendo su propia campaña de autoempleo . es un todo o nada : o saca su concejalía , o el partido la tira al manzanares . si es que queda algo del partido .",1
6767,"@ user no son estadísticas , son resultados electorales . el impacto inmediato sobre el [ political_party ] fue una pérdida de entre el 4 % y el 5 % del voto .. [ politician ] dijo lo de los hilillos y en 2004 fue el más votado en galicia rozando la mayoría absoluta . los números del terraplanismo son menos claros .",1
6768,@ user parece no darse cuenta de que la alternativa es ceder al chantaje nuclear .,1
6769,"[ politician ] apoyó también la manifestación contra el gobierno por las víctimas del terrorismo .. [ politician ] estuvo en primera fila : ahora , cuando la sanidad de la ciudad está destruida , el alcalde no tiene nada que decir .",1
6770,"tampoco lamentó las protestas contra el líder de su partido , pese a que la gente llevaba pancartas con su foto y decían : `` [ politician ] sí , [ politician ] no '' .",1
6771,@ user lo dice el que era consejero de políticas sociales de madrid .,1
6772,el tranvía asoma en ciudad de barcelona . las vías se enterraron en 1972 ; ahí siguen .,1
6773,y este es el motivo por el que no se deberían traducir los nombres .,1
6774,"si tienes entradas para @ user este sábado y no puedes ir , tengo una maleta llena de rublos para ti .",1
6775,"@ user quedará el análisis , sí , pero temo que se repliegue más en ruedas de prensa y entrevistas para contar más en su canal .",1
6776,"entre la dictadura y la legislatura constituyente hubo tres gobiernos no electos de arias navarro . justicia ha retirado los retratos de dos de esos tres ministros de justicia . garrigues , que alojó en su casa golpistas durante la guerra civil , se queda .",1
6777,"@ user sí , a depositar una copia en el registro mercantil , que es de acceso público .",1
6778,"@ user una suscripción es el pago por un servicio , aquí no hay contrapartida .",1
6779,@ user pregúntale por la fórmula de la cloramina y toma nota .,1
6780,"@ user ¿sí ? ¿está bien ? lo mismo me lo bajo este finde , a ver cómo lo tengo .",1
6781,"sobre los concursos de guantazos , que debutan en españa ( valencia ) en abril :",1
6782,"esto es importante , porque a las webs bielorrusas puede acceder cualquiera .",1
6783,"vivimos uno de esos mágicos momentos en los que el capitalismo™ gasta un chorrón de millones para imponernos una nueva necesidad y la gente pasa mil . saboreadlo , cada vez habrá menos .",1
6784,"@ user este sale mañana pidiendo perdón con las orejas gachas , pero la auditoría no se hace .",1
6785,"@ user no lo sé . entiendo que esa es una forma de dejar constancia que requieres el cambio de cara a un laudo , no sé si de hacerlo efectivo .",1
6786,"@ user dicen que en madrid se come barato y , bueno , se puede , pero a costa de sobrepagar bolsas de congelados .",1
6787,"@ user pero cómo te atreves a hablar de amos y de mentiras , 'compañera ' .",1
6788,"en verano creíamos que miles de jóvenes salían con una jeringuilla cargada con narcóticos para someter químicante a las mujeres . and gone . los adolescentes son folclóricos , molestos y bocazas . y , cuanta más bola demos a sus tonterías , más cerca están de hacerse realidad .",1
6789,"ojo médicos de madrid , que aquí hay trabajo . si a alguno no le contratan , que avise .",1
6790,@ user anoche tuvimos un acalorado debate en torno a esta cuestión ...,1
6791,está medio madrid en la fiesta de halloween del círculo y yo busco a @ user para mostrarle mis respetos .,1
6792,otra llamada a la rebelión de suscriptores de un medio de izquierdas . recordemos una vez más : las opiniones en twitter son personales .,1
6793,"@ user está ahí , y creo que la idea es suya .",1
6794,"he decidido no tuitear sobre el mundial . ya que no puedo hacer nada , al menos no contribuiré a darle difusión . ( este tuit lo hago para que me lo recordéis cuando empiece a faltar gravemente a luis enrique ) .",1
6795,"decidme , ¿vuestro alcalde también copia bromas de whatsapp y las publica ?",1
6796,"`` seremos fascistas , pero sabemos pagar un sobreprecio del 31 % con respecto a los socialcomunistas '' .",1
6797,"@ user delito de cobardía vergonzante , ese sí que lo instauraba .",1
6798,"llegados a este punto , quizá la mejor idea es buscarle una salida digna a putin , porque parece claro que la guerra no la va a ganar .",1
6799,"el nivel del fútbol español es el que es . y menos mal que la masía sigue produciendo talento , que si no volvíamos a sufrir en las clasificaciones contra albania e irlanda del norte .",1
6800,se confirma que es más fácil lo del camello entrando por el ojo de la aguja que lo del pacto del cgpj,0
6801,"día de menciones llenas de animalicos con boina , arma y bandera que te llaman charo . por retuitear a la embajadora de alemania . y yo con un vino al sol",0
6802,@ user hay cosas que no cambian más que por fuera,0
6803,acabo de probar un escabeche de mejillones en una tasca de a coruña tan flipante que le he propuesto al de la tasca que lo embotelle y lo sirva por copas . se está descojonando,0
6804,fijo que han dejado madrid sin disfraces en los chinos . a un cubata de ponerse los cuernos de bisonte,0
6805,@ user luego la ves haciendo de julia child mejor que meryl streep,0
6806,el [ political_party ] haciendo equilibrios con el silencio de [ politician ] sobre el aborto llega al nivel del circo del sol,0
6807,[ politician ] minimiza el caos de las urgencias y este domingo vamos a ver si la gente de madrid también .,0
6808,"hacedme el favor de apoyar el talento , que luego os lo gastáis en cañas ...",0
6809,os imagináis un número suficiente de jardineros en plantilla para cuidar ( bien ) los parques de madrid ? nuestro alcalde se ve que no,0
6810,tengo la sensación de que a [ politician ] se le han quitado las ganas de debates bipartidistas por un tiempo y que se le está haciendo larga la tarde,0
6811,"@ user en la mía hoy es miércoles a todos los efectos , así que no te me quejes",0
6812,este monje lleva tacones . hay que leer su historia,0
6813,"la típica cinta que nunca verás cortar a [ politician ] . doña charo , desahuciada el día de la lotería .",0
6814,"que salta el esmalte de susto , sí . sabía yo que iba a haber una segunda parte de `` la cerámica de talavera ... ''",0
6815,pensando en qué le parece el brillibrilli a la ministra del ramo,0
6816,@ user el nombre del invento tampoco lo veo en un titular,0
6817,"en mi modesta opinión , yo hubiera hecho lo mismo que [ politician ]",0
6818,"es [ politician ] mandar a la caverna a los de los alaridos machistas , y [ politician ] entrar en modo",0
6819,los planes de [ politician ] para que vayamos haciéndonos a la idea con lo de las urgencias en madrid sin médicos,0
6820,[ politician ] no hace más que preguntarse si las acusaciones de [ politician ] son `` insolvencia o pura mala fe '' . como si no supiera que es cuarto y mitad,0
6821,hora y media corriendo en el parque de perros antes del calorazo ; ocho horas por delante para estar así,0
6822,hay que ser lerdo para decir que [ politician ] impone el `` confinamiento energético '' . y que te la sople el planeta en el que vivirán tus hijos y nietos,0
6823,"@ user hay que quedar ya , eso llevo diciendo con @ user desde que éramos jóvenes",0
6824,quién es el autor de esa estupidez de frase ?,0
6825,lo bueno es que el autor o autora se ha visto seguro ... y no,0
6826,"[ politician ] iba a los sitios caminando rápido , nunca voló ni a ver un partido de fútbol , claro",0
6827,tendría que haber más gente en la puerta de los tribunales que en la del primark . el moderadismo riquiño va a adelantar a [ politician ] por la derecha,0
6828,sesión de control de precalentamiento y tensión semibaja . que la final se juega a las 16h en el senado,0
6829,@ user desde la perspectiva del finde mejor menos cosas no ? ? ? jaajajaj,0
6830,los anuncios de la navidad son lo que nos faltaba 🤦🏻‍♀️,0
6831,"a ver , @ user que yo oi a los fans de rosalía a la salida del concierto desde mi cama ! que tengo el hotel al lado ! aclarad eso en antena😂😂",0
6832,suárez illana llama a votar con tono fúnebre . corta el punto,0
6833,hoy también es lunes de relato . ni un ministro sin entrevista…,0
6834,"por cierto , que la ley se aprobó el 6 de julio y la crisis de gobierno fue el sábado siguiente . se aprobó con calvo y campo en el gobierno a pocos días de su salida , el día 10",0
6835,@ user ahora tenemos q hacernos foto todos que estoy en mi zulo,0
6836,poned la radio que lo de la tele da muchísimo sueño,0
6837,acabo de ver unas luces de navidad colocadas en madrid,0
6838,núñez [ politician ] hablando de la pirámide invertida del periodismo en un desayuno q están pinchando en @ user . aquí todos saben de periodismo,0
6839,"y nuestro fernando garcía , por el vestuario de modelo 77 ! que es veterano en llevarse goyas , pero yo quiero verlo recogiéndolo en casa ! !",0
6840,"los beneficios de las multinacionales en plena crisis , como de costumbre , siguen creciendo . en el caso de las energéticas bp y shell los mayores de la historia . todo ello en plena escalada de precios de la energía y de la pobreza energética . las regulaciones de mercado no sirven .",2
6841,el terremoto del pasado 6 de febrero profundiza en la grave crisis humanitaria que sufre la región del levante mediterráneo desde hace años . preguntamos a la @ user sobre sus planes de ayuda urgente y reconstrucción en las zonas de kurdistán y siria 👇,2
6842,"¿las consecuencias de la guerra ? no la sufrirán los de arriba , ya estamos viendo la fortuna que está haciendo la industria militar y energética , sino el pueblo ucraniano , ruso y las clase trabajadora . ¿a qué espera borrel para exigir que se anule la deuda externa ucraniana ?",2
6843,otro banco privado que vivió por encima de nuestras posibilidades . otra vez la mano `` invisible '' del mercado manipulando la ruleta . otro cochambeo entre poder financiero y poder político . que devuelvan lo `` rescatado '' .,2
6844,"🗣ante la inaceptable invasión de ucrania por el régimen de putin , desde diversas organizaciones hemos estado trabajando en impulsar una asamblea popular contra la guerra . este sábado a las 11 en @ user [ hashtag ] 📲apúntate en",2
6845,que los tambores del conflicto armado en [ hashtag ] no nos impida ver la guerra económica que lleva tiempo produciéndose en la región . ¿quien gana ? y ¿quien pierde ? en este conflicto abro hilo 🧵 👇,2
6846,"momento histórico : el parlamento europeo aprueba por primera vez una resolución denunciando la situación de los derechos humanos en marruecos , en especial el encarcelamiento de periodistas . ¿quiénes serán esos 32 votos en contra ? pronto lo sabremos . manténgase en línea",2
6847,"🔴mañana las trabajadorxs protagonizan en [ hashtag ] una nueva jornada de lucha contra la ofensiva que la patronal y el gobierno lanzan para aumentar la edad de jubilación . la victoria de la clase trabajadora francesa , es una victoria para todas y todos ✊🏽 .",2
6848,"las crisis bajo el capitalismo son performativas , por eso , las política de la ue tienen un impacto en el sur global con efectos negativos sobre su población . hoy , hemos debatido sobre ello en @ user para así afrontarlo desde la justicia global y una visión transformadora",2
6849,"bolsonaro ha logrado en estos años de gobierno pasar de ser un outsider a construir un movimiento orgánico con un programa basado en tres puntos fundamentalmente : el « estado mínimo » , el cuestionamiento de la democracia , y el conservadurismo moral .",2
6850,"🔴el cerco se estrecha sobre el gobierno del [ political_party ] y [ political_party ] ante el encubirmiento de la masacre en melilla . marlaska debe dimitir y en caso de que no lo haga , su salida del gobierno debería ser una línea roja para cualquier pacto . @ user",2
6851,"hoy empieza el , que carga con más de 6.500 trabajadores muertos a sus espaldas . es inaceptable legitimar regímenes que no respetan los ddhh y lavarles la cara a cambio de cantidades ingentes de dinero . yo esta [ hashtag ] no la veré",2
6852,"🌿nos hemos reunido con la comisión europea . la gravísima situación que afronta doñana , requiere una intervención urgente para frenar la ambición sin límites de la derecha y los empresarios . defender doñana es defender nuestro futuro y un trabajo en el campo estable y de calidad .",2
6853,¿alguien puede entender si no cómo es que el parlamento europeo apenas haya abordado en años urgencias de derechos humanos de países que hacen gala sistemática de represión de su población ? para algunos los ddhh son una mera herramienta geopolítica y una moneda de cambio,2
6854,"💪🏽defendamos doñana de la ambición del mercado y sus políticos lacayos . están dispuestos a acabar con nuestro planeta por seguir llenándose los bolsillos . en las instituciones y en las calles , en [ hashtag ] y en europa defenderemos doñana con uñas y dientes .",2
6855,"pone el foco también en los juicios , condenas irregulares y tortura sufrida por las y los miembros de la [ hashtag ] y pide [ hashtag ] [ hashtag ] . una deuda pendiente que teníamos con el movimiento de la [ hashtag ] y con los presos políticos y sus familiares",2
6856,🔥 el gobierno golpista peruano se lanza contra el pueblo trabajador para dejar claro que la alianza entre la oligarquía nacional e internacional no cederá nada . ✊🏾 nuestra solidaridad internacional está conlas trabajadorxs . 📝 comunicado de @ user :,2
6857,"recién llegado de , hablamos con @ user de la otan , rusia y la creciente tensión militar en europa . 🖥️ vuelve `` en clave internacional '' en el canal de youtube de @ user :",2
6858,"ante las atrocidades de [ hashtag ] te quedas sin palabras .. condena sin paliativos e investigación independiente de este y otros crímenes de guerra . que no pase como en tantas ocasiones donde quedaron impunes .. la paz es más que la ausencia de guerra , también es justicia .",2
6859,"así me he encontrado hoy mi oficina en el parlamento europeo : con amenazas de la extrema derecha por defender el [ hashtag ] y votar contra la militarización de europa . los mismos que hace unos días se daban la mano con putin , hoy jalean el belicismo que ya nos trajo al fascismo",2
6860,"▶️ante esta estrategia conciliadora de castillo con las élites , éstas no han dudado aprovechar su debilidad y armar una reacción autoritaria y racista . tratando de ahogar las luchas del pueblo trabajador , ante el silencio y complicidad de la opinión pública internacional",2
6861,"podéis sumaros firmando este llamamiento lanzado desde grupos feministas rusos y toda la resistencia feminista contra la guerra . ¡no a la guerra , al imperialismo , al patriarcado , al autoritarismo y militarismo ! [ hashtag ] . al final de la web👇🏾 .",2
6862,los retos y límites del próximo gobierno de lula los hemos analizado a fondo en el último programa de `` enclave internacional '' junto a @ user del @ user . 📹podéis escuchar la entrevista aquí :,2
6863,primer acto en bruselas de la gira de @ user por europa para debatir sobre las lecciones de los éxitos y derrotas del proceso político en chile,2
6864,"sin oposición activa el 2n se renovará el memorandum entre italia y libia . millones de € para que la guardia costera libia secuestre a personas , las devuelva a libia , las exponga a torturas , trabajo esclavo y muerte . [ hashtag ] .",2
